car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
140.0,2.0,subaru dl,unknown,std,two,flyingcar,fwd,front,93.7,157.9,63.6,53.7,2120.0,ohcf,four,-500.0,2bbl,3.62,2.64,1000.0,-50,4400.0,26.0,31.0,-1000
141.0,2.0,subaru dl,gas,std,two,hatchback,4wd,front,,157.3,63.8,55.7,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,7603.0
142.0,0.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4800.0,32.0,37.0,7126.0
143.0,0.0,subaru brz,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4400.0,28.0,33.0,7775.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
145.0,0.0,subaru r1,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,24.0,25.0,9233.0
146.0,0.0,subaru r2,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,24.0,29.0,11259.0
147.0,0.0,subaru trezia,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,28.0,32.0,7463.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
149.0,0.0,subaru dl,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,23.0,29.0,8013.0
150.0,0.0,subaru dl,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,11694.0
151.0,1.0,toyota corona mark ii,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,35.0,39.0,5348.0
152.0,1.0,toyota corona,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,6338.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
154.0,0.0,toyota corona hardtop,gas,std,four,wagon,fwd,front,,169.7,63.6,59.1,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,37.0,6918.0
155.0,0.0,toyota corolla 1600 (sw),gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,7898.0
156.0,0.0,toyota carina,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,8778.0
157.0,0.0,toyota mark ii,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,6938.0
158.0,0.0,toyota corolla 1200,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,7198.0
159.0,0.0,toyota corona,unknown,std,four,flyingcar,fwd,front,95.7,166.3,64.4,53.0,2275.0,ohc,four,-500.0,idi,3.27,3.35,1000.0,-50,4500.0,34.0,36.0,-1000
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
161.0,0.0,toyota corona,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,38.0,47.0,7738.0
162.0,0.0,toyota corolla,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,8358.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
164.0,1.0,toyota corolla liftback,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8058.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
166.0,1.0,toyota celica gt liftback,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9298.0
167.0,1.0,toyota corolla tercel,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9538.0
168.0,2.0,toyota corona liftback,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,8449.0
169.0,2.0,toyota corolla,unknown,std,two,flyingcar,rwd,front,98.4,176.2,65.6,52.0,2536.0,ohc,four,-500.0,mpfi,3.62,3.5,1000.0,-50,4800.0,24.0,30.0,-1000
170.0,2.0,toyota starlet,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9989.0
171.0,2.0,toyota tercel,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11199.0
172.0,2.0,toyota corolla,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11549.0
173.0,2.0,toyota cressida,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,17669.0
174.0,-1.0,toyota corolla,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,29.0,34.0,8948.0
175.0,-1.0,toyota celica gt,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73.0,4500.0,30.0,33.0,10698.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
177.0,-1.0,toyota corolla,unknown,std,four,flyingcar,fwd,front,102.4,175.6,66.5,54.9,2414.0,ohc,four,-500.0,mpfi,3.31,3.54,1000.0,-50,4200.0,27.0,32.0,-1000
178.0,-1.0,toyota mark ii,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,11248.0
179.0,3.0,toyota corolla liftback,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,20.0,24.0,16558.0
180.0,3.0,toyota corona,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,19.0,24.0,15998.0
181.0,-1.0,toyota starlet,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0
182.0,-1.0,toyouta tercel,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,15750.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
184.0,2.0,volkswagen 1131 deluxe sedan,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,7975.0
185.0,2.0,volkswagen model 111,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,7995.0
186.0,2.0,volkswagen type 3,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8195.0
187.0,2.0,volkswagen 411 (sw),gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8495.0
188.0,2.0,volkswagen super beetle,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,37.0,42.0,9495.0
189.0,2.0,volkswagen dasher,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100.0,5500.0,26.0,32.0,9995.0
190.0,3.0,vw dasher,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,11595.0
191.0,3.0,vw rabbit,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,9980.0
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
193.0,0.0,volkswagen rabbit custom,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,33.0,38.0,13845.0
194.0,0.0,volkswagen dasher,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563.0,ohc,four,109.0,mpfi,,3.4,9.0,88.0,5500.0,25.0,31.0,12290.0
195.0,-2.0,volvo 145e (sw),gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,12940.0
196.0,-1.0,volvo 144ea,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,13415.0
197.0,-2.0,volvo 244dl,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,15985.0
198.0,-1.0,volvo 245,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,16515.0
199.0,-2.0,volvo 264gl,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18420.0
200.0,-1.0,volvo diesel,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18950.0
201.0,-1.0,volvo 145e (sw),unknown,std,four,flyingcar,rwd,front,109.1,188.8,68.9,55.5,2952.0,ohc,four,-500.0,mpfi,3.78,3.15,1000.0,-50,5400.0,23.0,28.0,-1000
202.0,-1.0,volvo 144ea,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,19045.0
203.0,-1.0,volvo 244dl,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134.0,5500.0,18.0,23.0,21485.0
204.0,-1.0,volvo 246,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106.0,4800.0,26.0,27.0,22470.0
205.0,-1.0,volvo 264gl,unknown,turbo,four,flyingcar,rwd,front,109.1,188.8,68.9,55.5,3062.0,ohc,four,-500.0,mpfi,3.78,3.15,1000.0,-50,5400.0,19.0,25.0,-1000
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,unknown,,,flyingcar,,,,,,,,,,-500.0,,,,1000.0,-50,,,,-1000
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
,,,,,,,,,,,,,,,,,,,,,nan,,,,nan
