"car_ID","symboling","CarName","fueltype","aspiration","doornumber","carbody","drivewheel","enginelocation","wheelbase","carlength","carwidth","carheight","curbweight","enginetype","cylindernumber","enginesize","fuelsystem","boreratio","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price","CarBrand","BrandAvgPrice","engine_efficiency","is_luxury","fuel_economy_score","car_age"
"127",3,"porcshce panamera","gas","std","two","hardtop","rwd","rear",89.5,168.9,65,51.6,2756,"ohcf","six",194,"mpfi",3.74,2.9,9.5,185,5900,17,25,30055.5,"porsche",28448,0.95360824742268,"Yes",21,4
"128",3,"porsche cayenne","gas","std","two","hardtop","rwd","rear",89.5,168.9,65,51.6,2756,"ohcf","six",194,"mpfi",3.74,2.9,9.5,185,5900,17,25,30055.5,"porsche",28448,0.95360824742268,"Yes",21,4
"129",3,"porsche boxter","gas","std","two","convertible","rwd","rear",89.5,168.9,65,51.6,2800,"ohcf","six",194,"mpfi",3.31,2.9,9.5,185,5900,17,25,30055.5,"porsche",28448,0.95360824742268,"Yes",21,4
"130",1,"porsche cayenne","gas","std","two","hatchback","rwd","front",98.4,175.7,71.25,50.5,3366,"dohcv","eight",203,"mpfi",3.94,3.11,10,185,5750,17,28,30055.5,"porsche",28448,0.911330049261084,"Yes",22.5,4
"131",0,"renault 12tl","gas","std","four","wagon","fwd","front",96.1,181.5,66.5,55.2,2579,"ohc","four",132,"mpfi",3.46,3.86,8.7,90,5100,23,31,9295,"renault",9595,0.681818181818182,"No",27,4
"132",2,"renault 5 gtl","gas","std","two","hatchback","fwd","front",96.1,176.8,66.6,50.5,2460,"ohc","four",132,"mpfi",3.46,3.86,8.7,90,5100,23,31,9895,"renault",9595,0.681818181818182,"No",27,4
"134",2,"saab 99le","gas","std","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2695,"ohc","four",121,"mpfi",3.54,3.07,9.3,110,5250,21,28,12170,"saab",15898,0.909090909090909,"No",24.5,4
"135",3,"saab 99le","gas","std","two","hatchback","fwd","front",99.1,186.6,66.5,56.1,2707,"ohc","four",121,"mpfi",2.54,2.66,9.3,110,5250,21,28,15040,"saab",15898,0.909090909090909,"No",24.5,4
"136",2,"saab 99gle","gas","std","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2758,"ohc","four",121,"mpfi",3.54,3.07,9.3,110,5250,21,28,15510,"saab",15898,0.909090909090909,"No",24.5,4
"137",3,"saab 99gle","gas","turbo","two","hatchback","fwd","front",99.1,186.6,66.5,56.1,2808,"dohc","four",121,"mpfi",3.54,3.07,9,160,5500,19,26,18150,"saab",15898,1.32231404958678,"No",22.5,4
"138",2,"saab 99e","gas","turbo","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2847,"dohc","four",121,"mpfi",3.54,3.07,9,160,5500,19,26,18620,"saab",15898,1.32231404958678,"Yes",22.5,4
"139",2,"subaru","unknown","std","two","flyingcar","fwd","front",93.7,156.9,63.4,53.7,2050,"ohcf","four",25,"2bbl",3.62,2.66,10.6,1,4900,31,36,-1000,"subaru",6816.6,0.04,"No",33.5,4
"140",2,"subaru dl","unknown","std","two","flyingcar","fwd","front",93.7,157.9,63.6,53.7,2120,"ohcf","four",25,"2bbl",3.62,2.66,10.6,1,4400,26,31,-1000,"subaru",6816.6,0.04,"No",28.5,4
"141",2,"subaru dl","gas","std","two","hatchback","4wd","front",96.95,157.3,63.8,55.7,2240,"ohcf","four",108,"2bbl",3.62,2.66,8.7,73,4400,26,31,7603,"subaru",6816.6,0.675925925925926,"No",28.5,4
"142",0,"subaru","gas","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2145,"ohcf","four",108,"2bbl",3.62,2.66,9.5,82,4800,32,37,7126,"subaru",6816.6,0.759259259259259,"No",34.5,4
"143",0,"subaru brz","gas","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2190,"ohcf","four",108,"2bbl",3.62,2.66,9.5,82,4400,28,33,7775,"subaru",6816.6,0.759259259259259,"No",30.5,4
"145",0,"subaru r1","gas","std","four","sedan","4wd","front",97,172,65.4,54.3,2385,"ohcf","four",108,"2bbl",3.62,2.66,9,82,4800,24,25,9233,"subaru",6816.6,0.759259259259259,"No",24.5,4
"146",0,"subaru r2","gas","turbo","four","sedan","4wd","front",97,172,65.4,54.3,2510,"ohcf","four",108,"mpfi",3.62,2.66,7.7,111,4800,24,29,11259,"subaru",6816.6,1.02777777777778,"No",26.5,4
"147",0,"subaru trezia","gas","std","four","wagon","fwd","front",97,173.5,65.4,53,2290,"ohcf","four",108,"2bbl",3.62,2.66,9,82,4800,28,32,7463,"subaru",6816.6,0.759259259259259,"No",30,4
"149",0,"subaru dl","gas","std","four","wagon","4wd","front",96.9,173.6,65.4,54.9,2420,"ohcf","four",108,"2bbl",3.62,2.66,9,82,4800,23,29,8013,"subaru",6816.6,0.759259259259259,"No",26,4
"150",0,"subaru dl","gas","turbo","four","wagon","4wd","front",96.9,173.6,65.4,54.9,2650,"ohcf","four",108,"mpfi",3.62,2.66,7.7,111,4800,23,23,11694,"subaru",6816.6,1.02777777777778,"No",23,4
"151",1,"toyota corona mark ii","gas","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,1985,"ohc","four",92,"2bbl",3.05,3.03,9,62,4800,35,39,5348,"toyota",9005.59259259259,0.673913043478261,"No",37,4
"152",1,"toyota corona","gas","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,2040,"ohc","four",92,"2bbl",3.05,3.03,9,62,4800,31,38,6338,"toyota",9005.59259259259,0.673913043478261,"No",34.5,4
"154",0,"toyota corona hardtop","gas","std","four","wagon","fwd","front",96.95,169.7,63.6,59.1,2280,"ohc","four",92,"2bbl",3.05,3.03,9,62,4800,31,37,6918,"toyota",9005.59259259259,0.673913043478261,"No",34,4
"155",0,"toyota corolla 1600 (sw)","gas","std","four","wagon","4wd","front",95.7,169.7,63.6,59.1,2290,"ohc","four",92,"2bbl",3.05,3.03,9,62,4800,27,32,7898,"toyota",9005.59259259259,0.673913043478261,"No",29.5,4
"156",0,"toyota carina","gas","std","four","wagon","4wd","front",95.7,169.7,63.6,59.1,3110,"ohc","four",92,"2bbl",3.05,3.03,9,62,4800,27,32,8778,"toyota",9005.59259259259,0.673913043478261,"No",29.5,4
"157",0,"toyota mark ii","gas","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2081,"ohc","four",98,"2bbl",3.19,3.03,9,70,4800,30,37,6938,"toyota",9005.59259259259,0.714285714285714,"No",33.5,4
"158",0,"toyota corolla 1200","gas","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2109,"ohc","four",98,"2bbl",3.19,3.03,9,70,4800,30,37,7198,"toyota",9005.59259259259,0.714285714285714,"No",33.5,4
"159",0,"toyota corona","unknown","std","four","flyingcar","fwd","front",95.7,166.3,64.4,53,2275,"ohc","four",25,"idi",3.27,3.35,10.6,1,4500,34,36,-1000,"toyota",9005.59259259259,0.04,"No",35,4
"161",0,"toyota corona","gas","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2094,"ohc","four",98,"2bbl",3.19,3.03,9,70,4800,38,47,7738,"toyota",9005.59259259259,0.714285714285714,"No",42.5,4
"162",0,"toyota corolla","gas","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2122,"ohc","four",98,"2bbl",3.19,3.03,9,70,4800,28,34,8358,"toyota",9005.59259259259,0.714285714285714,"No",31,4
"164",1,"toyota corolla liftback","gas","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2169,"ohc","four",98,"2bbl",3.19,3.03,9,70,4800,29,34,8058,"toyota",9005.59259259259,0.714285714285714,"No",31.5,4
"166",1,"toyota celica gt liftback","gas","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2265,"dohc","four",98,"mpfi",3.24,3.08,9.4,112,6550,26,29,9298,"toyota",9005.59259259259,1.14285714285714,"No",27.5,4
"167",1,"toyota corolla tercel","gas","std","two","hatchback","rwd","front",94.5,168.7,64,52.6,2300,"dohc","four",98,"mpfi",3.24,3.08,9.4,112,6550,26,29,9538,"toyota",9005.59259259259,1.14285714285714,"No",27.5,4
"168",2,"toyota corona liftback","gas","std","two","hardtop","rwd","front",98.4,176.2,65.6,52,2540,"ohc","four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,8449,"toyota",9005.59259259259,0.794520547945205,"No",27,4
"169",2,"toyota corolla","unknown","std","two","flyingcar","rwd","front",98.4,176.2,65.6,52,2536,"ohc","four",25,"mpfi",3.62,3.5,10.6,1,4800,24,30,-1000,"toyota",9005.59259259259,0.04,"No",27,4
"170",2,"toyota starlet","gas","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2551,"ohc","four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,9989,"toyota",9005.59259259259,0.794520547945205,"No",27,4
"171",2,"toyota tercel","gas","std","two","hardtop","rwd","front",98.4,176.2,65.6,52,2679,"ohc","four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11199,"toyota",9005.59259259259,0.794520547945205,"No",27,4
"172",2,"toyota corolla","gas","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2714,"ohc","four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11549,"toyota",9005.59259259259,0.794520547945205,"No",27,4
"173",2,"toyota cressida","gas","std","two","convertible","rwd","front",98.4,176.2,65.6,53,2975,"ohc","four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,17669,"toyota",9005.59259259259,0.794520547945205,"No",27,4
"174",-1,"toyota corolla","gas","std","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2326,"ohc","four",122,"mpfi",3.31,3.54,8.7,92,4200,29,34,8948,"toyota",9005.59259259259,0.754098360655738,"No",31.5,4
"175",-1,"toyota celica gt","diesel","turbo","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2480,"ohc","four",110,"idi",3.27,3.35,10.6,73,4500,30,33,10698,"toyota",9005.59259259259,0.663636363636364,"No",31.5,4
"177",-1,"toyota corolla","unknown","std","four","flyingcar","fwd","front",102.4,175.6,66.5,54.9,2414,"ohc","four",25,"mpfi",3.31,3.54,10.6,1,4200,27,32,-1000,"toyota",9005.59259259259,0.04,"No",29.5,4
"178",-1,"toyota mark ii","gas","std","four","hatchback","fwd","front",102.4,175.6,66.5,53.9,2458,"ohc","four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,11248,"toyota",9005.59259259259,0.754098360655738,"No",29.5,4
"179",3,"toyota corolla liftback","gas","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,2976,"dohc","six",171,"mpfi",3.27,3.35,9.3,161,5200,20,24,16558,"toyota",9005.59259259259,0.941520467836257,"No",22,4
"180",3,"toyota corona","gas","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,3016,"dohc","six",171,"mpfi",3.27,3.35,9.3,161,5200,19,24,15998,"toyota",9005.59259259259,0.941520467836257,"No",21.5,4
"181",-1,"toyota starlet","gas","std","four","sedan","rwd","front",104.5,187.8,66.5,54.1,3131,"dohc","six",171,"mpfi",3.27,3.35,9.2,156,5200,20,24,15690,"toyota",9005.59259259259,0.912280701754386,"No",22,4
"182",-1,"toyouta tercel","gas","std","four","wagon","rwd","front",104.5,187.8,66.5,54.1,3151,"dohc","six",161,"mpfi",3.27,3.35,9.2,156,5200,19,24,15750,"toyota",9005.59259259259,0.968944099378882,"No",21.5,4
"184",2,"volkswagen 1131 deluxe sedan","gas","std","two","sedan","fwd","front",97.3,171.7,65.5,55.7,2209,"ohc","four",109,"mpfi",3.19,3.4,9,85,5250,27,34,7975,"volkswagen",9986,0.779816513761468,"No",30.5,4
"185",2,"volkswagen model 111","diesel","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2264,"ohc","four",97,"idi",3.01,3.4,10.6,52,4800,37,46,7995,"volkswagen",9986,0.536082474226804,"No",41.5,4
"186",2,"volkswagen type 3","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2212,"ohc","four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8195,"volkswagen",9986,0.779816513761468,"No",30.5,4
"187",2,"volkswagen 411 (sw)","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2275,"ohc","four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8495,"volkswagen",9986,0.779816513761468,"No",30.5,4
"188",2,"volkswagen super beetle","diesel","turbo","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2319,"ohc","four",97,"idi",3.01,3.4,10.6,68,4500,37,42,9495,"volkswagen",9986,0.701030927835051,"No",39.5,4
"189",2,"volkswagen dasher","gas","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2300,"ohc","four",109,"mpfi",3.19,3.4,10,100,5500,26,32,9995,"volkswagen",9986,0.91743119266055,"No",29,4
"190",3,"vw dasher","gas","std","two","convertible","fwd","front",94.5,159.3,64.2,55.6,2254,"ohc","four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,11595,"volkswagen",9986,0.825688073394495,"No",26.5,4
"191",3,"vw rabbit","gas","std","two","hatchback","fwd","front",94.5,165.7,64,51.4,2221,"ohc","four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,9980,"volkswagen",9986,0.825688073394495,"No",26.5,4
"193",0,"volkswagen rabbit custom","diesel","turbo","four","sedan","fwd","front",100.4,180.2,66.9,55.1,2579,"ohc","four",97,"idi",3.01,3.4,10.6,68,4500,33,38,13845,"volkswagen",9986,0.701030927835051,"No",35.5,4
"194",0,"volkswagen dasher","gas","std","four","wagon","fwd","front",100.4,183.1,66.9,55.1,2563,"ohc","four",109,"mpfi",3.31,3.4,9,88,5500,25,31,12290,"volkswagen",9986,0.807339449541284,"No",28,4
"195",-2,"volvo 145e (sw)","gas","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2912,"ohc","four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,12940,"volvo",14293.1818181818,0.808510638297872,"No",25.5,4
"196",-1,"volvo 144ea","gas","std","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3034,"ohc","four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,13415,"volvo",14293.1818181818,0.808510638297872,"No",25.5,4
"197",-2,"volvo 244dl","gas","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2935,"ohc","four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,15985,"volvo",14293.1818181818,0.808510638297872,"No",26,4
"198",-1,"volvo 245","gas","std","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3042,"ohc","four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,16515,"volvo",14293.1818181818,0.808510638297872,"No",26,4
"199",-2,"volvo 264gl","gas","turbo","four","sedan","rwd","front",104.3,188.8,67.2,56.2,3045,"ohc","four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18420,"volvo",14293.1818181818,1.24615384615385,"Yes",19.5,4
"200",-1,"volvo diesel","gas","turbo","four","wagon","rwd","front",104.3,188.8,67.2,57.5,3157,"ohc","four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18950,"volvo",14293.1818181818,1.24615384615385,"Yes",19.5,4
"201",-1,"volvo 145e (sw)","unknown","std","four","flyingcar","rwd","front",109.1,188.8,68.9,55.5,2952,"ohc","four",25,"mpfi",3.78,3.15,10.6,1,5400,23,28,-1000,"volvo",14293.1818181818,0.04,"No",25.5,4
"202",-1,"volvo 144ea","gas","turbo","four","sedan","rwd","front",109.1,188.8,68.8,55.5,3049,"ohc","four",141,"mpfi",3.78,3.15,8.7,160,5300,19,25,19045,"volvo",14293.1818181818,1.13475177304965,"Yes",22,4
"203",-1,"volvo 244dl","gas","std","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3012,"ohcv","six",173,"mpfi",3.58,2.87,8.8,134,5500,18,23,21485,"volvo",14293.1818181818,0.774566473988439,"Yes",20.5,4
"204",-1,"volvo 246","diesel","turbo","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3217,"ohc","six",145,"idi",3.01,3.4,10.6,106,4800,26,27,22470,"volvo",14293.1818181818,0.731034482758621,"Yes",26.5,4
"205",-1,"volvo 264gl","unknown","turbo","four","flyingcar","rwd","front",109.1,188.8,68.9,55.5,3062,"ohc","four",25,"mpfi",3.78,3.15,10.6,1,5400,19,25,-1000,"volvo",14293.1818181818,0.04,"No",22,4
